Quadras;longitude;latitude
Polígono sem título;;
1660;-45,35447171;-22,76501769
Polígono sem título;;
1661;-45,3559174;-22,76273167
Polígono sem título;;
1659;-45,35619846;-22,76315463
Polígono sem título;;
1658;-45,3564049;-22,76260744
Polígono sem título;;
1657;-45,35647398;-22,76214658
Polígono sem título;;
1655;-45,356458;-22,7615903
Polígono sem título;;
1650;-45,36110344;-22,75682975
Polígono sem título;;
1656;-45,35674842;-22,76090916
Polígono sem título;;
1654;-45,35830776;-22,76206698
Polígono sem título;;
1649;-45,36133597;-22,75907523
Polígono sem título;;
1647;-45,35954815;-22,75409253
Polígono sem título;;
Polígono sem título;;
Polígono sem título;;
Polígono sem título;;
1653;-45,35559698;-22,75350926
1652;-45,35575983;-22,75344125
1648;-45,35548534;-22,75138279
1651;-45,35402164;-22,75154561
1733;-45,17361252;-22,7941225
1279.4;-45,17455417;-22,79565552
895;-45,18718172;-22,8011048
273.2;-45,2101694;-22,76904507
260;-45,24044392;-22,80878768
110;-45,22536488;-22,79489761
498;-45,19540596;-22,75735906
499;-45,19540596;-22,75735906
500;-45,19320575;-22,75940028
571;-45,19714833;-22,78933179
1331;-45,17610585;-22,81062963
1332;-45,17610585;-22,81062963
1335;-45,17610585;-22,81062963
1337;-45,17691851;-22,81227139
1275;-45,174446;-22,79582435
457;-45,20536088;-22,80783466
1769;-45,18638534;-22,78497607
1768;-45,18678941;-22,78526961
1767;-45,18684031;-22,78556109
1766;-45,18674171;-22,78596019
1731;-45,17425466;-22,7930542
1730;-45,17425466;-22,7930542
1729;-45,17495647;-22,79327657
1728;-45,17435087;-22,79403224
1726;-45,17422461;-22,79455972
1725;-45,17422461;-22,79455972
1261;-45,17303928;-22,79384816
1722;-45,1751867;-22,79881189
1708;-45,1751867;-22,79881189
1721;-45,1751867;-22,79881189
1720;-45,1751867;-22,79881189
1719;-45,1751867;-22,79881189
1718;-45,17527829;-22,79868248
1717;-45,17587477;-22,79895187
1716;-45,17601479;-22,79899902
1715;-45,1762105;-22,79904163
1714;-45,17567152;-22,79931168
1713;-45,17567152;-22,79931168
1712;-45,17567152;-22,79931168
1711;-45,17514331;-22,7991631
1710;-45,17454561;-22,79909974
1709;-45,17447531;-22,79906529
1771;-45,22738902;-22,79955003
1772;-45,22757772;-22,79946482
1773;-45,22778121;-22,79942948
1809;-45,22817281;-22,79934017
1810;-45,22854202;-22,79926622
1811;-45,22906371;-22,79889377
1698;-45,23293373;-22,79609392
1699;-45,23386;-22,79694918
1700;-45,23418165;-22,79665677
1701;-45,23464192;-22,79656623
1702;-45,23478258;-22,79649718
1703;-45,23519921;-22,79635957
1704;-45,23533876;-22,79573075
1704;-45,23533876;-22,79573075
1704;-45,23533876;-22,79573075
